ISBN,Book-Title,Book-Author
8445071408,El Senor De Los Anillos: LA Comunidad Del Anillo (Lord of the Rings (Spanish)),J. R. R. Tolkien
1551669412,Hot Shot,Charlotte Hughes
0060972459,Tracks RI,Louise Erdrich
0140042210,A Portrait of the Artist As a Young Man,James Joyce
0930289234,Watchmen,Alan Moore
0140621725,,
0399146504,The Devil's Code,John Sandford
1573229350,Best Friends,Martha Moody
0399148760,Seizure,Robin Cook
0452285186,The Book of Bunny Suicides,Andy Riley
0140295569,High Fidelity,Nick Hornby
3442431875,Der PferdeflÃ?Â¼sterer.,Nicholas Evans
0671008978,Timepiece,Richard Paul Evans
0399142185,Executive Orders,Tom Clancy
0446522740,The Celestine Vision: Living the New Spiritual Awareness,James Redfield
1551667517,Forbidden Fruit (Mira),Erica Spindler
0316158720,The Archivist,Martha Cooley
0446352764,Double Whammy,Carl Hiaasen
0099448823,,
0399145079,Local Girls,Alice Hoffman
0375707425,Embers,SANDOR MARAI
0743457536,I Do (But I Don't),Cara Lockwood
0380792486,Outlaw Mountain: A Joanna Brady Mystery,J.A. Jance
846630679X,La caverna = A caverna,Jose Saramago
0312984820,Night Embrace (Dark-Hunter),Sherrilyn Kenyon
0064472264,"On the Bright Side, I'm Now the Girlfriend of a Sex God: Further Confessions of Georgia Nicolson",Louise Rennison
0679428895,Pompeii: A Novel,ROBERT HARRIS
0449702766,Dicey's Song,Cynthia Voigt
0595256368,Rhaeva,Linda Moore
0399149783,Monkeewrench,P. J. Tracy
0679442588,All Over but the Shoutin',Rick Bragg
0345440145,I'm the One That I Want,Margaret Cho
0688167888,Miss Julia Speaks Her Mind: A Novel,Ann B. Ross
0140124381,Better Than Life,Doug Naylor
0743215052,The Constant Gardener,John le Carre
0451167783,A Streetcar Named Desire,Tennessee Williams
0452282276,Round Robin: An Elm Creek Quilts Novel (Elm Creek Quilters Novels),Jennifer Chiaverini
3423071516,Der Kleine Hobbit,J. R. R. Tolkien
0312969252,Nice,Jen Sacks
0345402308,Fourth Procedure,STANLEY POTTINGER
0671014188,The Summerhouse,Jude Deveraux
037542217X,The Kalahari Typing School for Men : More from the No. 1 Ladies' Detective Agency,Alexander McCall Smith
0446615145,The Lake House,James Patterson
0375709150,Driving over Lemons: An Optimist in Spain (Vintage Departures),Chris Stewart
0684822652,THREE TO GET DEADLY : A Stephanie Plum Novel,Janet Evanovich
0380775840,Amber Beach (Donovan),Elizabeth Lowell
039914496X,Certain Prey,John Sandford
0380973464,Cryptonomicon,Neal Stephenson
0449219569,Comeback,Dick Francis
0679435212,Crooked Little Heart,Anne Lamott
0140440410,Anna Karenina (Penguin Classics),Leo Tolstoy
0689848684,Orfe,Cynthia Voigt
0451204123,The Association,Bentley Little
0399146601,Shattered,Dick Francis
0099935708,,
0449904067,Dave Barry's Greatest Hits,DAVE BARRY
0385494785,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER
0451457994,2001: A Space Odyssey,Arthur C. Clarke
0452274427,In the Time of the Butterflies,Julia Alvarez
0345450914,Seduction of Water (Ballantine Reader's Circle),CAROL GOODMAN
0670030031,Lake Wobegon: Summer 1956,Garrison Keillor
1551925702,,
0312187459,The Memoirs of Cleopatra: A Novel,Margaret George
0441294677,"God Emperor of Dune (Dune Chronicles, Book 4)",Frank Herbert
0590414291,The Magic School Bus Lost in the Solar System (Magic School Bus (Paperback)),Joanna Cole
0671729446,Heaven (Casteel),V.C. Andrews
0743448677,Without Pity : Ann Rule's Most Dangerous Killers,Ann Rule
0385319959,Outlander,Diana Gabaldon
0345272579,The Hobbit,J. R. R. Tolkien
0688046606,Night over Water,Ken Follett
0330253603,Wilt,Tom Sharpe
0140430105,Emma (Penguin Classics),Jane Austen
0771058837,,
0451202244,Above the Law: A Novel,J. F. Freedman
0156106809,The Baron in the Trees,Italo Calvino
0786886307,Stolen Lives : Twenty Years in a Desert Jail (Oprah's Book Club (Paperback)),Malika Oufkir
0425163717,Holiday in Death,J. D. Robb
0140167773,,
0385494149,Enduring Love,Ian McEwan
0786886323,Carter Beats the Devil,Glen Gold
0440226449,Freedomland,Richard Price
0330341634,The Daughters of Cain,Colin Dexter
8495501090,El ocho,Katherine Neville
0061099015,The Great and Secret Show,Clive Barker
0872860175,Howl and Other Poems (Pocket Poets),Allen Ginsberg
0886773555,Catfantastic,Andre Norton
014062063X,Dracula (Penguin Popular Classics),Bram Stoker
034544356X,"Seduced By Moonlight (Hamilton, Laurell K)",LAURELL K. HAMILTON
0679728899,Death Comes for the Archbishop (Vintage Classics),Willa Cather
051511331X,November of the Heart,LaVyrle Spencer
0688143687,Serpent's Tooth: A Peter Decker/Rina Lazarus Novel (Peter Decker &amp; Rina Lazarus Novels (Hardcover)),Faye Kellerman
0140620117,,
0312971230,Ice Station,Matthew J. Reilly
067101417X,High Tide,Jude Deveraux
0743221990,The Stone Monkey : A Lincoln Rhyme Novel,Jeffery Deaver
002026478X,AGE OF INNOCENCE (MOVIE TIE-IN),Edith Wharton
031208188X,Every Living Thing,James Herriot
0515126098,Field of Thirteen,Dick Francis
0380784491,Murder Runs in the Family: A Southern Sisters Mystery,Anne George
0671737600,Double Standards,Judith McNaught
0312971397,Cuba (A Jake Grafton Novel),Stephen Coonts
0441135560,Damia (Ace Science Fiction),Anne McCaffrey
3499234246,,
0618526412,The Heart Is a Lonely Hunter (Oprah's Book Club),Carson McCullers
0394800206,"Go, Dog, Go (I Can Read It All by Myself Beginner Books)",Philip D. Eastman
0440945151,Killing Mr. Griffin (Laurel Leaf Books),Lois Duncan
3257229364,Endstation Venedig. Commissario Brunettis zweiter Fall.,Donna Leon
006109594X,Nimitz Class,Patrick Robinson
0373483902,The Macgregors: Daniel-Ian,Nora Roberts
0609804618,Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News Source,The Onion
0064401871,A Little Princess,Frances Hodgson Burnett
0553803409,"Firestorm (Johansen, Iris)",IRIS JOHANSEN
0451521285,The Tragedy of Hamlet Prince of Denmark (Signet Classic Shakespeare Series),William Shakespeare
0140042407,Tortilla Flat,John Steinbeck
0891076182,Prophet,Frank E. Peretti
0451451430,Nightseer,Laurell K. Hamilton
0330349678,With Nails the Film Diaries of Richard E,Richard E Grant
0684852225,Close Range : Wyoming Stories,Annie Proulx
0449220184,Seventh Heaven,Alice Hoffman
0140620869,Alice's Adventures in Wonderland (Penguin Popular Classics),Lewis Carroll
0451168089,'Salem's Lot,Stephen King
0515103969,The Endearment,LaVyrle Spencer
0373250150,Confessions of an Ex-Girlfriend,Lynda Curnyn
0684850273,The FALL OF A SPARROW: A NOVEL,Robert Hellenga
0553293362,Second Foundation (Foundation Novels (Paperback)),ISAAC ASIMOV
0312979886,Female Intelligence,Jane Heller
0380899825,Hearts Aflame,Johanna Lindsey
0671027638,The Fuck Up,Arthur Nersesian
0452283795,Wanderlust,Chris Dyer
0836220676,Valley Of The Far Side,Gary Larson
1551668459,Cabin,Carla Neggers
0140185232,The Razor's Edge (Penguin Twentieth-Century Classics),W. Somerset Maugham
0679725768,The Mezzanine (Vintage Contemporaries (Paperback)),Nicholson Baker
0446613444,The Black Ice,Michael Connelly
0553582895,Dark Rivers of the Heart,DEAN KOONTZ
014034991X,Westing Game,Ellen Raskin
0060002050,On a Wicked Dawn (Cynster Novels),Stephanie Laurens
1558747060,"Chicken Soup for the Single's Soul - 101 Stories of Love and Inspiration for the Single, Divorced and Widowed",Jack Canfield
0515094773,Vows,LaVyrle Spencer
0373483880,The Macgregors: Serena - Caine (The Macgregors),Nora Roberts
0099586118,,
0553580078,The Years of Rice and Salt,Kim Stanley Robinson
0425189414,Midnight Runner,Jack Higgins
0316785644,The Fig Eater,Jody Shields
0552148776,,
0140620168,,
0743412311,Fleeced : A Regan Reilly Mystery (Regan Reilly Mysteries (Paperback)),Carol Higgins Clark
0380725584,The Indian in the Cupboard (rack) (Indian in the Cupboard),Lynne Reid Banks
0064408663,"The Hostile Hospital (A Series of Unfortunate Events, Book 8)",Lemony Snicket
0061094234,Dirt,Stuart Woods
0812505166,Wuthering Heights,Emily Bronte
0440123925,Exit to Eden,ANNE RAMPLING
0380730448,"The Adrian Mole Diaries : The Secret Diary of Adrian Mole, Aged 13 3/4 : The Growing Pains of Adrian Mole",Sue Townsend
0743469844,Flirting with Pete : A Novel,Barbara Delinsky
0767913795,Who's Looking Out for You?,BILL O'REILLY
0345315715,Robots of Dawn (Robots of Dawn),Isaac Asimov
0062515845,The Invitation,Oriah Mountain Dreamer
0743428188,The Twentieth Wife: A Novel,Indu Sundaresan
0679310711,,
0156006847,The Fencing Master: A Novel,Arturo PÃ©rez-Reverte
039914210X,The Cat Who Tailed a Thief,Lilian Jackson Braun
0679762108,The Sportswriter (Vintage Contemporaries),Richard Ford
0684856603,All Through The Night : A Suspense Story,Mary Higgins Clark
034068948X,Does My Bum Look Big in This?,Arabella Weir
055323370X,Emily of New Moon,L.M. MONTGOMERY
0345409329,"Blood and Gold (Rice, Anne, Vampire Chronicles.)",Anne Rice
0375502912,Seabiscuit: An American Legend,LAURA HILLENBRAND
0609606727,Julie and Romeo,Jeanne Ray
0380892847,Brave the Wild Wind,Johanna Lindsey
0330352695,Four Letters of Love,Niall Williams
3442760003,Liebesleben,Zeruya Shalev
0349111863,Sex and the City,Candace Bushnell
0312423799,Dry : A Memoir,Augusten Burroughs
0385336772,Diary of a Mad Mom-To-Be,Laura Wolf
067087311X,Icy Sparks,Gwynn Rubio
0553278002,The Icarus Agenda,Robert Ludlum
0670839809,Waiting to Exhale,Terry McMillan
0967370167,Ella Minnow Pea: A Progressively Lipogrammatic Epistolary Fable,Mark Dunn
0440224713,Total Recall: A V.I. Warshawski Novel,Sara Paretsky
0380811081,Again The Magic,Lisa Kleypas
0141301066,Matilda,Roald Dahl
067179356X,In the Name of Love : Ann Rule's Crime Files Volume 4 (Ann Rule's Crime Files),Ann Rule
11238356,,
0440993717,The Wave (Laurel Leaf Books),Todd Strasser
0451160959,Stand,Stephen King
0099244926,The Street Lawyer,John Grisham
0440224810,Special Delivery: A Novel,Danielle Steel
0451204115,L.A. Dead: A Stone Barrington Novel (Stone Barrington Novels (Paperback)),Stuart Woods
0394742117,"Out of Africa ; and, Shadows on the grass",Isak Dinesen
0140018328,Kiss Kiss (French Language Edition),Roald Dahl
0812520475,Eon : A Novel (Eon),Greg Bear
0451523415,Little Women (Signet Classic),Louisa May Alcott
0060504080,Small Wonder : Essays,Barbara Kingsolver
0671720147,The Vor Game,Lois McMaster Bujold
0679743464,Hard-Boiled Wonderland and the End of the World: A Novel (Vintage International),Haruki Murakami
0689714335,The Cat Who Went to Heaven,Elizabeth Coatsworth
0684831546,ACCORDION CRIMES,Annie Proulx
0525947671,The Lady and the Unicorn,Tracy Chevalier
0743411439,Bitterroot,James Lee Burke
0679772669,In the Skin of a Lion: A Novel,Michael Ondaatje
0380808080,This Heart of Mine (Avon Romance),Susan Elizabeth Phillips
0140445560,The Odyssey (Penguin Classics),Homer
0399151613,The Jane Austen Book Club,Karen Joy Fowler
0446602450,Spencerville,Nelson DeMille
0552148407,,
159184021X,Purple Cow: Transform Your Business by Being Remarkable,Seth Godin
0836204158,It'S Obvious You Won'T Survive By Your Wits Alone,Scott Adams
0345377591,"The Seeress of Kell (The Malloreon, Book 5)",David Eddings
0786880708,"Wherever You Go, There You Are : Mindfulness Meditation in Everyday Life",Jon Kabat-Zinn
0060392827,Confessions of an Ugly Stepsister,Gregory Maguire
0786864133,Napalm &amp; Silly Putty,George Carlin
0312993536,Sons of Fortune,Jeffrey Archer
0345434692,The Skies of Pern,Anne McCaffrey
0553580884,The Undertaker's Widow,Phillip Margolin
0061057363,Ruins (The X-Files),Kevin J. Anderson
0771086547,,
0385312202,Leaving Cold Sassy: The Unfinished Sequel to Cold Sassy,Olive Ann Burns
0449911357,Fried Green Tomatoes at the Whistle Stop Cafe (Ballantine Reader's Circle),Fannie Flagg
8432206407,Sin Noticias De Gurb (Biblioteca breve),Eduardo Mendoza
0399146164,Riptide,Catherine Coulter
0020442602,Voyage of the Dawn Treader,C. S. Lewis
0553291955,The Thin Woman,Dorothy Cannell
0671477099,HITCHHIK GD GALAXY (Hitchhiker's Trilogy (Paperback)),Douglas Adams
0553577808,A Letter of Mary (Mary Russell Novels (Paperback)),LAURIE R. KING
0812533550,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card
0441005837,Rose Daughter,Robin McKinley
0836218523,The Calvin &amp; Hobbes Lazy Sunday Book,Bill Watterson
0451408977,The Stargazey: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)),Martha Grimes
0060193395,Body for Life: 12 Weeks to Mental and Physical Strength,Bill Phillips
0312267460,Headlong (Bestselling Backlist),Michael Frayn
0671729454,If There Be Thorns (Dollanganger),V.C. Andrews
0440223806,COWBOY,Joan Johnston
014200023X,A Heart of Stone,Renate Dorrestein
0671851802,,
0440351626,The Magus,John Fowles
067988288X,Wild Magic (Immortals (Paperback)),TAMORA PIERCE
0450411435,It,Stephen King
034073356X,,
0385335520,The Cottage,Danielle Steel
0399134409,Clear and Present Danger,Tom Clancy
055326351X,,
155166951X,What The Lady Wants,Jennifer Crusie
0553153277,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),L.M. Montgomery
0767908171,A Short History of Nearly Everything,Bill Bryson
0553288202,The Fall of Hyperion,Dan Simmons
0440237025,Journey,Danielle Steel
0380720191,The List of 7,Mark Frost
068816112X,Replay,Ken Grimwood
0399134204,Joy Luck Club,Amy Tan
0061091944,Stonehenge,Bernard Cornwell
0316107298,Billy and the Boingers Bootleg (Bloom County Book),Berke Breathed
0140262032,Revenge of the Cootie Girls: A Robin Hudson Mystery (Robin Hudson Mysteries (Paperback)),Sparkle Hayter
0345424646,"A Knight of the Word (The Word and the Void Trilogy, Book 2)",Terry Brooks
3453061187,Die Jury. Roman.,John Grisham
0393046974,House of Sand and Fog,Andre Dubus III
0060981180,Mariette in Ecstasy,Ron Hansen
0553575422,"Luck in the Shadows (Nightrunner, Vol. 1)",LYNN FLEWELLING
0553230212,Parsifal Mosaic,Robert Ludlum
0060562080,"Under the Duvet : Shoes, Reviews, Having the Blues, Builders, Babies, Families and Other Calamities",Marian Keyes
0156010593,All the Names,Jose Saramago
0345341678,The White Dragon (Dragonriders of Pern Vol 3),ANNE MCCAFFREY
0671723650,How To Win Friends And Influence People,Dale Carnegie
0425178234,Ladies With Options,Cynthia Hartwick
067150987X,Winter's Tale,Mark Helprin
0394800028,The Cat in the Hat Comes Back (I Can Read It All by Myself Beginner Books),Dr. Seuss
0140124373,Red Dwarf,Grant Naylor
0886775507,"The Ghatti's Tale (Finder-Seekers, Book One)",Gayle Greeno
0689710887,Greenwitch,Susan Cooper
0449223833,The Deep Blue Good-By,John D. MacDonald
0345469674,Girls' Poker Night,JILL DAVIS
0380780879,Murder on a Bad Hair Day: A Southern Sisters Mystery,Anne George
0449208281,The Unexpected Mrs. Pollifax,DOROTHY GILMAN
0385483503,Arranged Marriage: Stories,Chitra Banerjee Divakaruni
0061032425,The Family,Mario Puzo
0140293450,About a Boy,Nick Hornby
0618045996,Riding the Bus with My Sister: A True Life Journey,Rachel Simon
0671742760,DRAGON,Clive Cussler
067978148X,The Rules of Attraction,Bret Easton Ellis
0440186560,To Love Again,Danielle Steel
0505523892,Dark Magic,Christine Feehan
0441008658,Spindle's End,Robin McKinley
0061099805,Swimming to Catalina,Stuart Woods
0553275100,The Butcher's Theater,Jonathan Kellerman
0440215900,Walking After Midnight,KAREN ROBARDS
0749918241,Clear Your Clutter and Feng Shui Your Life,Karen Kingston
0061097667,Young Wives,Olivia Goldsmith
0440225272,Homecoming,Belva Plain
0849932017,Stick A Geranium In Your Hat And Be Happy!,Barbara Johnson
0451186648,Silent Snow,Steve Thayer
0767908198,Auntie Mame: An Irreverent Escapade,Patrick Dennis
0140266771,Larry's Party,Carol Shields
0061014591,The Terrible Hours,Peter Maas
020530902X,"The Elements of Style, Fourth Edition",William Strunk Jr.
0440407028,The Book of Three (Chronicles of Prydain (Paperback)),LLOYD ALEXANDER
1551668122,Night Of The Black Bird,Heather Graham
0380729407,Something Wicked This Way Comes,Ray Bradbury
0446301582,Word of Honor,Nelson DeMille
0345453409,Dying to Please,LINDA HOWARD
0767905199,Mr. Maybe,Jane Green
061815082X,"The Hobbit (Young Adult edition, Sis cover)",J. R. R. Tolkien
0553566067,Virtual Light,WILLIAM GIBSON
0330312367,Year In Provence,Peter Mayle
0380728265,Blind Descent: : An Anna Pigeon Mystery (Anna Pigeon Mysteries (Paperback)),Nevada Barr
0486284999,Narrative of the Life of Frederick Douglass (Dover Thrift Editions),Frederick Douglass
0671872001,Disappearing Acts,Terry McMillan
0517577402,Mostly Harmless,Douglas Adams
0061098035,Burn Factor,Kyle Mills
0804119708,Over the Edge,Suzanne Brockmann
067155302X,Harvest,Tess Gerritsen
0312291450,If Chins Could Kill : Confessions of a B Movie Actor,Bruce Campbell
0679753338,Nobody's Fool (Vintage Contemporaries),Richard Russo
0812534832,Demons Don't Dream (Xanth),Piers Anthony
0553278118,Doctors,Erich Segal
0486268705,Dubliners (Dover Thrift Editions),James Joyce
0679720219,The Plague (Vintage International),ALBERT CAMUS
1853260169,Sense and Sensibility (Wordsworth Classics),Jane Austen
1573222259,"Across the Nightingale Floor: Tales of the Otori, Book One",Lian Hearn
0763616052,Because of Winn-Dixie,Kate Dicamillo
0440236665,Lone Eagle,Danielle Steel
0312316933,The Red Hat Club,Haywood Smith
0802131786,Tropic of Cancer,Henry Miller
0385473117,,
0375703675,Dear Exile : The True Story of Two Friends Separated (for a Year) by an Ocean,HILARY LIFTIN
0765343436,Daughter of the Forest (The Sevenwaters Trilogy),Juliet Marillier
0375712925,The Emperor of Ocean Park (Vintage Contemporaries (Paperback)),Stephen L. Carter
0061092193,Men at Arms,Terry Pratchett
0140012133,Three Men in a Boat: To Say Nothing of the Dog!,Jerome Klapka Jerome
0345374568,The Old Contemptibles,Martha Grimes
1551667002,Skyward,Mary Alice Monroe
0670032891,The Well of Lost Plots: A Thursday Next Novel,Jasper Fforde
0440472431,Ramona and Her Mother (Ramona Quimby (Paperback)),Beverly Cleary
059045367X,"Monster Blood (Goosebumps, No 3)",R. L. Stine
0671741926,The Mote in God's Eye,Larry Niven
0515122564,The Echo,Minette Walters
0060511508,The Further Observations of Lady Whistledown,Julia Quinn
0061099694,Hill Towns,Anne Rivers Siddons
0671014218,The Mulberry Tree,Jude Deveraux
0394895894,"The Ruby in the Smoke (Sally Lockhart Trilogy, Book 1)",PHILIP PULLMAN
0441810764,Time Enough for Love,Robert A. Heinlein
0446356611,Rage of Angels,Sidney Sheldon
0452283086,The Cross-Country Quilters,Jennifer Chiaverini
0440203856,Zoya,Danielle Steel
0743439651,Still Waters,Jennifer Lauck
1573226122,Lord of the Flies,William Golding
0743437810,The Vanished Man : A Lincoln Rhyme Novel (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver
0679767800,The Stars My Destination,Alfred Bester
0425092178,Strangers,Dean R. Koontz
0836213319,Dilbert: A Book of Postcards,Scott Adams
0440223237,Malice,DANIELLE STEEL
1400031699,The Little Friend,Donna Tartt
0316287555,Day of Confession,Allan Folsom
0786863986,A Monk Swimming,Malachy McCourt
0842321934,The Vanishings (Left Behind: The Kids #1),Jerry B. Jenkins
0425179559,Hugger Mugger,Robert B. Parker
0312890044,Moonheart (Newford),Charles de Lint
0373790899,"By the Book (Harlequin Blaze, No 85)",Nancy Warren
0140366784,Jane Eyre (Puffin Classics),Charlotte Bronte
0385333927,Pagan Babies,Elmore Leonard
0440208149,An Acceptable Time,Madeleine L'Engle
0140133488,Crossing to Safety,Wallace Earle Stegner
0399150560,Blindside: An FBI Thriller,Catherine Coulter
0099410184,,
0425179184,Crime Brulee (Culinary Mysteries (Paperback)),Nancy Fairbanks
0679740678,The Man in the High Castle,PHILIP K. DICK
0679764925,Quite a Year for Plums: A Novel,Bailey White
0425140946,Terminal,Robin Cook
0618129081,"The Two Towers (The Lord of the Rings, Part 2)",J. R. R. Tolkien
0380724987,Justice (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman
0451160533,She Who Remembers,Linda Lay Shuler
0061031445,Flight Lessons,Patricia Gaffney
0752837613,The Lost Boy,Dave Pelzer
0880389052,"Homeland (Forgotten Realms: The Dark Elf Trilogy, Book 1)",R.A. Salvatore
1551666758,The Perfect Lie,Dinah Mccall
0553211757,Crime and Punishment (Crime &amp; Punishment),Fyodor Dostoevsky
0679755330,A Raisin in the Sun,LORRAINE HANSBERRY
0515134503,Obsidian Butterfly (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton
1551666189,Manhunting (Mira),Jennifer Crusie
0330480774,,
0061000280,The Fly on the Wall,Tony Hillerman
0140286276,The Deep End of the Ocean (Oprah's Book Club),Jacquelyn Mitchard
157322202X,The Dream of Scipio,Iain Pears
034543076X,Manifold: Time (Manifold (Paperback)),Stephen Baxter
0345272587,The Fellowship of the Ring,J. R. R. Tolkien
0671729489,Seeds of Yesterday (Dollanganger),V.C. Andrews
0345452704,Dying to Please,LINDA HOWARD
0316154601,Lost Light,Michael Connelly
084394952X,Dark Legend,Christine Feehan
0061059056,Hogfather,Terry Pratchett
0385335407,The Kiss,Danielle Steel
019282760X,Pride and Prejudice (World's Classics),Jane Austen
0061053104,The Terminal Experiment,Robert J. Sawyer
0064400069,The Long Winter (Little House),Laura Ingalls Wilder
0375760628,Slave to Fashion : A Novel,REBECCA CAMPBELL
0515108030,Forgiving,LaVyrle Spencer
0440984696,Tiger Eyes,Judy Blume
0380752999,Defy Not The Heart,Johanna Lindsey
0553246895,The Heart of a Woman,Maya Angelou
034537536X,Show of Evil,William Diehl
1400060117,A Round-Heeled Woman : My Late-Life Adventures in Sex and Romance,JANE JUSKA
1573221856,High Maintenance,Jennifer Belle
0743428595,Into the Woods,V.C. Andrews
0676972829,,
0380778726,"Ruby Slippers, Golden Tears",Ellen Datlow
0425173895,The Murder of Roger Ackroyd (Hercule Poirot Mysteries (Paperback)),Agatha Christie
0312979517,The Tin Collectors : A Novel (A Shane Scully Novel),Stephen J. Cannell
0312202318,A Home at the End of the World: A Novel,Michael Cunningham
0553213377,The Three Musketeers (Bantam Classics),ALEXANDRE DUMAS
0006550789,253,Geoff Ryman
0440170842,Punish the Sinners,John Saul
0345333756,Staggerford (Mysteries &amp; Horror),Jon Hassler
0440205573,Star,Danielle Steel
0671704184,WEAVEWORLD (The Fantacy Classic),Clive Barker
0345367650,Polar Star,MARTIN CRUZ SMITH
0380756285,Angel,Johanna Lindsey
0679463070,Casual Rex: A Novel,Eric Garcia
0060198125,Coastliners : A Novel,Joanne Harris
0743451414,"Sin Killer : The Berrybender Narrative, Book 1",Larry McMurtry
0060002492,Amazonia,James Rollins
042517400X,"Night Moves (Tom Clancy's Net Force, No. 3)",Tom Clancy
0811821706,The Bad Girl's Guide to the Open Road,Cameron Tuttle
0671737821,Honor's Splendour,Julie Garwood
0786916095,Dragons of Winter Night (Dragonlance: Dragonlance Chronicles),Margaret Weis
0679736395,Darkness Visible: A Memoir of Madness,William Styron
0590494457,"The Ghost Next Door (Goosebumps, No 10)",R. L. Stine
0743477154,Postmortem,Patricia Cornwell
0671007696,Lightning Strikes (Hudson),V.C. Andrews
0312952813,The Black Ice (Detective Harry Bosch Mysteries),Michael Connelly
0679436448,CORELLI'S MANDOLIN : A Novel,LOUIS DE BERNIERES
0805054073,Timbuktu,Paul Auster
0451206878,The Return,Bentley Little
0671568841,All the Queen's Men,Linda Howard
3257229909,Venezianische Scharade. Commissario Brunettis dritter Fall.,Donna Leon
039304632X,The Voyage of the Narwhal,Andrea Barrett
0898157803,Menopaws: The Silent Meow,Martha Sacks
0399523308,The Girlfriends' Guide to Surviving the First Year of Motherhood: Wise and Witty Advice on Everything from Coping With Postpartum Mood Swings to Salva ...  to  Fitting into That Favorite Pair of Jeans,Vicki Iovine
0373250479,Slightly Settled (Red Dress Ink),Wendy Markham
051770739X,Downsize This!,Michael Moore
0786867175,Leap of Faith : Memoirs of an Unexpected Life,Queen Noor
0553578529,Into the Wilderness,Sara Donati
0060184957,"Pride, Prejudice and Jasmin Field : A Novel",Melissa Nathan
0373218974,Temptation,Nora Roberts
0752837508,,
0860680649,Surfacing,Margaret Atwood
0671452177,WLD ACCORDNG GARP,John Irving
0517542099,The Hitchhiker's Guide to the Galaxy,Douglas Adams
0020519001,A Farewell to Arms (A Scribner Classic),Ernest Hemingway
0140097058,In the Country of Last Things (Contemporary American Fiction),Paul Auster
0671002031,Temptation,Jude Deveraux
0440118700,Cry for the Strangers,John Saul
0380775123,Tiger Burning Bright,Marion Zimmer Bradley
0679450432,Dark Lady,Richard North Patterson
0743436679,The Bone Vault,Linda Fairstein
0553571583,Breakfast in Bed,SANDRA BROWN
0553346687,"\Surely You're Joking, Mr. Feynman!\"": Adventures of a Curious Character""",Richard P. Feynman
0140176616,Asta's Book,Barbara Vine
0425186709,Tom Clancy's Op-Center: Mission of Honor (Tom Clancy's Op Center (Paperback)),Jeff Rovin
067173783X,The Lion's Lady,Julie Garwood
0441089348,Burning Chrome (Ace Science Fiction),William Gibson
0006514855,,
0441117732,Count Zero (Ace Science Fiction),William Gibson
038550117X,Disobedience,Jane Hamilton
038039586X,Watership Down,Richard George Adams
042518336X,American Fuji,Sara Backer
0345318862,Golem in the Gears (Xanth Novels (Paperback)),PIERS ANTHONY
0553106333,Ashes to Ashes,Tami Hoag
0684848961,Chocolate For A Womans Heart : 77 Stories Of Love Kindness And Compassion To Nourish Your Soul And Sweeten Yo,Kay Allenbaugh
0451450523,The Last Unicorn,Peter S. Beagle
0553210823,The Canterbury Tales (Bantam Classics),Geoffrey Chaucer
038072362X,A Superior Death,Nevada Barr
015670160X,Orlando: A Biography,Virginia Woolf
0152050167,The Whale Rider,Witi Ihimaera
0553569791,The Last Innocent Man,PHILLIP M. MARGOLIN
0425176487,The Pull of the Moon,Elizabeth Berg
0380400634,The Enchanted Land,Jude Deveraux
0140288503,Black Hawk Down: A Story of Modern War,Mark Bowden
0061013439,The Run,Stuart Woods
0812508645,Pastwatch: The Redemption of Christopher Columbus,Orson Scott Card
034539092X,The Great Train Robbery,Michael Crichton
0676973612,,
0805012478,Steppenwolf,Hermann Hesse
0380599236,Spring Moon: A Novel of China,Bette Lord
0679751319,Dead Man Walking: An Eyewitness Account of the Death Penalty in the United States,Helen Prejean
0553560271,Shadows,John Saul
0676972411,,
0679801146,Alanna: The First Adventure (Song of the Lioness (Paperback)),Tamora Pierce
0671023187,Term Limits,Vince Flynn
0684196387,Two for the Dough (Stephanie Plum Novels (Hardcover)),Janet Evanovich
0385319568,The Long Road Home,DANIELLE STEEL
0375410945,The World Below,SUE MILLER
2290302155,Debout les morts,Fred Vargas
0385336306,Safe Harbour,DANIELLE STEEL
067103264X,Storm of the Century: An Original Screenplay,Stephen King
044020352X,Anguished English: An Anthology of Accidental Assaults Upon Our Language,RICHARD LEDERER
3442414199,Generation X. Geschichten fÃ?Â¼r eine immer schneller werdende Kultur.,Douglas Coupland
0553583077,To Kiss a Spy (Get Connected Romances),JANE FEATHER
0385333498,The Sirens of Titan,Kurt Vonnegut
051510521X,Bitter Sweet,LaVyrle Spencer
038072880X,High Crimes,Joseph Finder
0812558626,Briar Rose,Jane Yolen
0684871270,The Blue Nowhere : A Novel,Jeffery Deaver
0140622179,The Dubliners (Penguin Popular Classics),James Joyce
0446605336,My Sergei : A Love Story,E. M. Swift
0345447409,Until Dark,MARIAH STEWART
0140055770,My Uncle Oswald,Roald Dahl
0440972329,A Ring of Endless Light (Austin Family),Madeleine L'Engle
0449210820,Woman on the Edge of Time,Marge Piercy
